ind_t,date,adr,p,n_killed,n_injured,state,LON,LAT,case,summary,age_of_shooter,prior_signs_mental_health_issues,mental_health_details,weapons_obtained_legally,where_obtained,weapon_type,weapon_details,race,gender,mental_health_sources,sources_additional_age,type,log_n_killed,log_n_injured,rand_ind_t,G0_indegree,G0_outdegree,G0_null_indegree,G0_null_outdegree,G1_indegree,G1_outdegree,G1_null_indegree,G1_null_outdegree
367,2015-12-13,17000 block of Keelson Lane Huntington Beach California,1.515716566510398,0,4,California,-117.9904353,33.7116589,,,,,,,,,,,,,,,0.0,1.6094379124341005,401,1,0,1,0,7,0,10,0
367,2015-12-13,5550 S. Flower Street Los Angeles California,2.3903891703159093,1,3,California,-118.282451,34.01606629999999,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,401,1,0,1,0,7,0,10,0
368,2015-12-19,21630 Southwest 120th Avenue Miami (Goulds) Florida,2.515716566510398,1,4,Florida,-80.3867803,25.5659366,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,266,0,0,0,0,10,0,6,0
369,2015-12-20,NE 167th St and NE 6th Ave North Miami Beach Florida,1.515716566510398,0,4,Florida,-80.1882389,25.9285197,,,,,,,,,,,,,,,0.0,1.6094379124341005,341,2,1,2,1,12,1,8,5
369,2015-12-20,11th and Castle Street Wilmington North Carolina,2.515716566510398,1,4,North Carolina,-77.9345553,34.2288726,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,341,0,1,0,1,7,2,3,5
370,2015-12-21,14600 block of East 14th Street San Leandro California,1.515716566510398,0,4,California,-122.1344968,37.7097668,,,,,,,,,,,,,,,0.0,1.6094379124341005,28,1,3,1,3,3,7,4,5
371,2015-12-25,785 Schillinger Rd S Mobile Alabama,1.515716566510398,0,4,Alabama,-88.2216179,30.6731365,,,,,,,,,,,,,,,0.0,1.6094379124341005,744,1,0,1,0,1,5,1,5
371,2015-12-25,Franklin and Odessa Jacksonville Florida,1.515716566510398,0,4,Florida,-81.6394057,30.3328796,,,,,,,,,,,,,,,0.0,1.6094379124341005,744,1,0,1,0,5,0,5,0
372,2015-12-26,4210 Macalester St Philadelphia Pennsylvania,1.515716566510398,0,4,Pennsylvania,-75.12113000000002,40.0142161,,,,,,,,,,,,,,,0.0,1.6094379124341005,843,1,0,1,0,9,0,7,0
373,2015-12-27,North Parkway Jackson Tennessee,1.515716566510398,0,4,Tennessee,-88.81761879999998,35.6486031,,,,,,,,,,,,,,,0.0,1.6094379124341005,246,0,1,0,1,0,12,1,8
374,2015-12-31,1900 block of Amelia Street New Orleans Louisiana,1.711769859409705,0,6,Louisiana,-90.09590659999999,29.93035789999999,,,,,,,,,,,,,,,0.0,1.9459101490553128,865,1,0,1,0,8,4,7,2
375,2016-01-06,2312 East Magnolia Street Lakeland Florida,3.1576692799745936,3,1,Florida,-81.9133782,28.0505584,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,180,1,1,1,1,4,3,5,3
376,2016-01-07,3800 block of Kerwood Avenue Memphis Tennessee,2.3903891703159093,1,3,Tennessee,-89.9362666,35.2336271,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,938,0,1,0,1,1,6,3,6
377,2016-01-08,1700 E Capitol St NE Washington District of Columbia,1.515716566510398,0,4,District of Columbia,-76.97952629999997,38.8903247,,,,,,,,,,,,,,,0.0,1.6094379124341005,677,1,0,1,0,8,0,7,0
377,2016-01-08,1500 block of South Kedzie Chicago Illinois,2.515716566510398,1,4,Illinois,-87.70549600000002,41.86092410000001,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,677,1,1,1,1,7,6,3,3
378,2016-01-11,900 block of Brown Street Wilmington Delaware,2.515716566510398,1,4,Delaware,-75.5672256,39.73507360000001,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,425,3,0,3,0,8,0,8,0
379,2016-01-17,Ditchley Road and Gill Lane Ware Neck (Gloucester Courthouse) Virginia,2.3903891703159093,1,3,Virginia,-76.4373384,37.4000818,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,95,0,2,0,2,4,6,2,6
380,2016-01-23,8105 Avalon Blvd Los Angeles California,2.855649206057388,2,2,California,-118.2654023,33.9653677,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,737,2,1,2,1,3,7,8,4
381,2016-01-25,140 S. D Street Perris California,2.515716566510398,1,4,California,-117.22868490000002,33.7846868,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,360,0,0,0,0,6,0,3,0
382,2016-01-26,Airport Way S. and S. Atlantic St. Seattle Washington,3.0148939630283804,2,3,Washington,-122.3224741,47.5903362,,,,,,,,,,,,,,,1.0986122886681098,1.3862943611198906,902,2,0,2,0,8,0,7,0
383,2016-01-27,1401 N. George Washington Hwy Chesapeake Virginia,3.5051440864071925,6,0,Virginia,-76.33019279999998,36.7904881,,,,,,,,,,,,,,,1.9459101490553128,0.0,173,0,1,0,1,0,7,0,8
384,2016-01-30,67th and Missouri Avenue Glendale Arizona,3.7783258766673553,3,5,Arizona,-112.2048404,33.5165652,,,,,,,,,,,,,,,1.3862943611198906,1.791759469228055,806,0,1,0,1,2,13,0,9
385,2016-02-03,1500 block of Butler St. SE Washington District of Columbia,1.515716566510398,0,4,District of Columbia,-76.98371490000002,38.8610406,,,,,,,,,,,,,,,0.0,1.6094379124341005,631,2,2,2,2,5,0,8,5
386,2016-02-06,10th Street Apopka Florida,1.515716566510398,0,4,Florida,-81.51425300000002,28.6657586,,,,,,,,,,,,,,,0.0,1.6094379124341005,863,0,2,0,2,2,9,0,10
386,2016-02-06,12800 block of Cook Street Los Angeles California,2.3903891703159093,1,3,California,-118.2706863,33.9164169,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,863,1,0,1,0,9,0,5,0
386,2016-02-06,8123 N Nebraska Ave Tampa Florida,3.336274652122176,2,6,Florida,-82.45100670000002,28.021886,,,,,,,,,,,,,,,1.0986122886681098,1.9459101490553128,863,0,1,0,1,5,7,3,8
387,2016-02-07,7432 Universal Blvd Orlando Florida,3.6197671076813513,2,10,Florida,-81.4650176,28.4552969,,,,,,,,,,,,,,,1.0986122886681098,2.3978952727983707,379,1,0,1,0,12,2,4,0
387,2016-02-07,6500 block of South Green Street Chicago (Englewood) Illinois,1.515716566510398,0,4,Illinois,-87.64627209999998,41.77593710000001,,,,,,,,,,,,,,,0.0,1.6094379124341005,379,1,1,1,1,4,5,5,7
387,2016-02-07,547 State St Rochester New York,2.792789962520997,1,7,New York,-77.6230683,43.1642357,,,,,,,,,,,,,,,0.6931471805599453,2.079441541679836,379,1,1,1,1,10,1,6,3
387,2016-02-07,Davis Avenue Pass Christian Mississippi,3.1402213592228687,2,4,Mississippi,-89.24437859999998,30.321904600000003,,,,,,,,,,,,,,,1.0986122886681098,1.6094379124341005,379,1,0,1,0,11,0,6,0
388,2016-02-13,5425 Lapalco Boulevard Marrero Louisiana,1.515716566510398,0,4,Louisiana,-90.1081515,29.874832,,,,,,,,,,,,,,,0.0,1.6094379124341005,219,1,0,1,0,5,2,2,1
389,2016-02-14,8449 Gulf Freeway Houston Texas,2.3903891703159093,1,3,Texas,-95.26379140000002,29.672633,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,792,2,0,2,0,7,0,6,0
389,2016-02-14,Earnest Friday Road Eutaw (Union) Alabama,1.6206565966927624,0,5,Alabama,-87.9094126,32.9889817,,,,,,,,,,,,,,,0.0,1.791759469228055,792,1,0,1,0,6,0,7,0
390,2016-02-19,4100 block of Buena Vista Road Edgerton Missouri,2.6390158215457884,4,0,Missouri,-94.6253659,39.4931055,,,,,,,,,,,,,,,1.6094379124341005,0.0,828,0,2,0,2,3,10,3,8
390,2016-02-19,509 Porter Street Vallejo California,2.3903891703159093,1,3,California,-122.24549209999998,38.0882818,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,828,0,2,0,2,1,19,3,6
391,2016-02-20,200 block of Elm Street Bessemer Alabama,2.3903891703159093,1,3,Alabama,-86.97597040000002,33.3731712,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,530,1,0,1,0,10,0,5,0
391,2016-02-20,231 Co Rd 201 Iuka Mississippi,3.0148939630283804,2,3,Mississippi,-88.1405843,34.754264500000005,,,,,,,,,,,,,,,1.0986122886681098,1.3862943611198906,530,0,0,0,0,4,5,2,4
391,2016-02-20,2810 E. Bearss Ave Tampa Florida,2.3903891703159093,1,3,Florida,-82.4276378,28.0810757,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,530,1,0,1,0,2,6,2,11
391,2016-02-20,5581 Cracker Barrel Blvd Kalamazoo Michigan,4.736288499752108,6,2,Michigan,-85.67474949999998,42.23649400000001,,,,,,,,,,,,,,,1.9459101490553128,1.0986122886681098,530,1,0,1,0,2,4,3,8
391,2016-02-20,446 S Parramore Ave Orlando Florida,1.515716566510398,0,4,Florida,-81.38921140000002,28.5366891,,,,,,,,,,,,,,,0.0,1.6094379124341005,530,1,0,1,0,6,4,4,5
392,2016-02-21,7217 N Lindbergh Blvd Hazelwood Missouri,2.3903891703159093,1,3,Missouri,-90.35689479999999,38.7833565,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,244,4,1,4,1,4,7,6,7
392,2016-02-21,5100 block of Idaho Street Houston Texas,1.6206565966927624,0,5,Texas,-95.3436883,29.6870021,,,,,,,,,,,,,,,0.0,1.791759469228055,244,2,1,2,1,1,7,4,7
393,2016-02-23,1042 Sheridan Road Daytona Beach Florida,1.515716566510398,0,4,Florida,-81.04484169999998,29.2090184,,,,,,,,,,,,,,,0.0,1.6094379124341005,413,0,2,0,2,8,6,8,3
393,2016-02-23,4812 West Sunnyside Ave Glendale Arizona,3.085169313600048,5,0,Arizona,-112.1627452,33.5924086,,,,,,,,,,,,,,,1.791759469228055,0.0,413,0,0,0,0,8,0,9,0
394,2016-02-25,200 S Ridge Rd Hesston Kansas,4.846199168204357,4,14,Kansas,-97.4247848,38.1358457,Excel Industries mass shooting,"Cedric L. Ford, who worked as a painter at a manufacturing company, shot victims from his car and at his workplace before being killed by police at the scene. Shortly before the rampage he had been served with a restraining order.",38,Unclear,Unclear,Yes,-,"Semiautomatic rifle, semiautomatic handgun","Zastava Serbia AK-47-style rifle, Glock Model 22 .40-caliber handgun; high-capacity magazines (30 rounds)",Black,M,-,http://www.nytimes.com/2016/02/26/us/shooting-at-plant-hesston-kansas.html; https://www.washingtonpost.com/news/morning-mix/wp/2016/02/26/alcoholic-violent-depressed-portrait-of-kansas-shooter-emerges/; https://www.washingtonpost.com/news/post-nation/wp/2016/02/26/kansas-gunman-served-protection-from-abuse-order-shortly-before-shootings-sheriff-says/; http://heavy.com/news/2016/02/cedric-ford-hesston-kansas-shooting-shooter-facebook-video-firing-rifle-gun-field-ak47-ak-47-long-gun-photos-watch-youtube/; http://fox4kc.com/2016/02/26/kansas-woman-charged-with-providing-guns-to-hesston-shooter/,Mass,1.6094379124341005,2.7080502011022096,22,1,0,1,0,6,5,6,3
395,2016-02-26,300 block of Horseshoe Rd. Belfair Washington,3.085169313600048,5,0,Washington,-122.8282402,47.45164219999999,,,,,,,,,,,,,,,1.791759469228055,0.0,477,1,0,1,0,9,0,5,0
396,2016-02-27,13051 Lashmere Ct Woodbridge (Lake Ridge) Virginia,2.855649206057388,2,2,Virginia,-77.35359609999998,38.66959470000001,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,345,1,2,1,2,5,7,2,8
397,2016-02-28,8800 block of Livernois Detroit Michigan,1.6206565966927624,0,5,Michigan,-83.13790999999998,42.3590683,,,,,,,,,,,,,,,0.0,1.791759469228055,1035,3,0,3,0,3,0,8,0
397,2016-02-28,5500 block of Etiwanda Avenue Riverside (Jurupa Valley) California,2.3903891703159093,1,3,California,-117.5227124,33.9882595,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,1035,3,0,3,0,4,0,7,0
398,2016-03-04,900 E 5th Ave Columbus Ohio,2.3903891703159093,1,3,Ohio,-82.98052249999998,39.9865015,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,271,0,2,0,2,6,2,3,8
399,2016-03-05,116 North Mead Wichita Kansas,1.515716566510398,0,4,Kansas,-97.3287243,37.6867959,,,,,,,,,,,,,,,0.0,1.6094379124341005,510,0,0,0,0,7,0,13,0
400,2016-03-06,890 Atlanta St Roswell Georgia,1.515716566510398,0,4,Georgia,-84.36199289999998,34.022834700000004,,,,,,,,,,,,,,,0.0,1.6094379124341005,1056,3,0,3,0,15,0,9,0
400,2016-03-06,120 Washington Avenue Chelsea Massachusetts,2.7117698594097046,1,6,Massachusetts,-71.0319246,42.3968909,,,,,,,,,,,,,,,0.6931471805599453,1.9459101490553128,1056,3,1,3,1,11,4,8,4
400,2016-03-06,900 block of West Victoria Street Compton California,2.866065983073616,1,8,California,-118.2389731,33.867781,,,,,,,,,,,,,,,0.6931471805599453,2.19722457733622,1056,1,2,1,2,3,9,2,9
401,2016-03-07,800 block of Martin Luther King Jr. Drive Lafayette Louisiana,1.515716566510398,0,4,Louisiana,-92.0248037,30.2495876,,,,,,,,,,,,,,,0.0,1.6094379124341005,50,1,0,1,0,8,0,9,0
401,2016-03-07,3000 block of South 36th Street Kansas City Kansas,3.085169313600048,5,0,Kansas,-94.6698804,39.0475649,,,,,,,,,,,,,,,1.791759469228055,0.0,50,1,2,1,2,4,2,5,4
402,2016-03-08,Sherman St San Antonio Texas,3.0148939630283804,2,3,Texas,-98.464248,29.433961,,,,,,,,,,,,,,,1.0986122886681098,1.3862943611198906,76,0,1,0,1,4,5,4,4
403,2016-03-09,1304 Franklin Ave Pittsburgh Pennsylvania,4.4755584839159575,5,3,Pennsylvania,-79.8729304,40.4381811,,,,,,,,,,,,,,,1.791759469228055,1.3862943611198906,364,1,0,1,0,2,0,6,0
404,2016-03-11,Oliver Avenue Trenton New Jersey,1.6206565966927624,0,5,New Jersey,-74.77699399999999,40.238568,,,,,,,,,,,,,,,0.0,1.791759469228055,42,3,0,3,0,3,5,8,12
404,2016-03-11,2600 block of Hazelwood Detroit Michigan,2.855649206057388,2,2,Michigan,-83.1074886,42.3714836,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,42,5,0,5,0,5,0,12,0
405,2016-03-12,Interstate 880 Oakland California,1.515716566510398,0,4,California,-122.2747755,37.7985649,,,,,,,,,,,,,,,0.0,1.6094379124341005,671,0,1,0,1,2,9,2,9
405,2016-03-12,16126 S.E. Stark St. Portland Oregon,1.515716566510398,0,4,Oregon,-122.49715829999998,45.5184586,,,,,,,,,,,,,,,0.0,1.6094379124341005,671,1,0,1,0,8,0,11,0
406,2016-03-13,50 South Road Fort Myers Florida,1.515716566510398,0,4,Florida,-81.8689344,26.5761675,,,,,,,,,,,,,,,0.0,1.6094379124341005,264,1,1,1,1,0,10,4,7
407,2016-03-15,Donald Lee Hollowell Drive Atlanta Georgia,1.6206565966927624,0,5,Georgia,-84.4598767,33.776851,,,,,,,,,,,,,,,0.0,1.791759469228055,794,0,0,0,0,2,7,3,7
408,2016-03-19,12050 NW 4th Court Plantation Florida,2.515716566510398,1,4,Florida,-80.30942840000002,26.1250153,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,595,1,2,1,2,2,7,5,5
408,2016-03-19,South Shelby Street Wetumpka Alabama,2.855649206057388,2,2,Alabama,-86.213962,32.5382026,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,595,1,1,1,1,7,3,8,2
409,2016-03-21,5700 block of West Washington Boulevard Chicago Illinois,1.515716566510398,0,4,Illinois,-87.768658,41.88238,,,,,,,,,,,,,,,0.0,1.6094379124341005,468,1,2,1,2,1,11,5,10
410,2016-03-25,4500 block of West West End Avenue Chicago Illinois,1.515716566510398,0,4,Illinois,-87.7384804,41.883224,,,,,,,,,,,,,,,0.0,1.6094379124341005,589,3,0,3,0,5,0,11,0
410,2016-03-25,8501 E. Alameda Avenue Denver Colorado,1.515716566510398,0,4,Colorado,-104.8901947,39.7106899,,,,,,,,,,,,,,,0.0,1.6094379124341005,589,0,0,0,0,5,5,5,0
411,2016-03-31,6800 block of South Throop Chicago (Englewood) Illinois,1.515716566510398,0,4,Illinois,-87.657037,41.770355,,,,,,,,,,,,,,,0.0,1.6094379124341005,884,1,2,1,2,7,8,6,5
412,2016-04-07,2200 block of East 70th Place Chicago Illinois,1.515716566510398,0,4,Illinois,-87.5712641,41.7672555,,,,,,,,,,,,,,,0.0,1.6094379124341005,738,0,0,0,0,2,8,3,9
413,2016-04-09,2600 block of Mesa Drive SE Albuquerque New Mexico,1.515716566510398,0,4,New Mexico,-106.6270585,35.0557984,,,,,,,,,,,,,,,0.0,1.6094379124341005,295,2,0,2,0,5,4,7,0
413,2016-04-09,West 15th Street and Crawford Avenue Anniston Alabama,1.515716566510398,0,4,Alabama,-85.8501035,33.6636468,,,,,,,,,,,,,,,0.0,1.6094379124341005,295,0,1,0,1,4,6,4,7
413,2016-04-09,Mt Moriah Road and Ridgeway Road Memphis Tennessee,1.515716566510398,0,4,Tennessee,-89.86334670000002,35.072354100000005,,,,,,,,,,,,,,,0.0,1.6094379124341005,295,0,0,0,0,3,8,1,3
414,2016-04-10,84th Street and Towne Avenue Los Angeles California,1.515716566510398,0,4,California,-118.2673289,33.9628458,,,,,,,,,,,,,,,0.0,1.6094379124341005,546,0,1,0,1,0,13,0,12
414,2016-04-10,76th and Sheridan Milwaukee Wisconsin,2.3903891703159093,1,3,Wisconsin,-88.0060965,43.1182626,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,546,1,0,1,0,6,0,6,0
415,2016-04-16,Baxter Street Enterprise Alabama,1.515716566510398,0,4,Alabama,-85.81524300000002,31.303638,,,,,,,,,,,,,,,0.0,1.6094379124341005,407,1,0,1,0,4,7,3,4
415,2016-04-16,9500 block of Oakland Detroit Michigan,2.515716566510398,1,4,Michigan,-83.07417769999998,42.3882354,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,407,1,0,1,0,7,0,6,0
415,2016-04-16,1100 block of Conley Street Orlando Florida,3.1402213592228687,2,4,Florida,-81.3935984,28.5329354,,,,,,,,,,,,,,,1.0986122886681098,1.6094379124341005,407,1,0,1,0,6,0,6,0
416,2016-04-17,5021 W St Hwy 107 Edinburg Texas,2.7117698594097046,1,6,Texas,-98.2174663,26.30996510000001,,,,,,,,,,,,,,,0.6931471805599453,1.9459101490553128,372,1,3,1,3,4,6,1,6
416,2016-04-17,200 block of Eastview Road Pelzer South Carolina,2.3903891703159093,1,3,South Carolina,-82.4371328,34.645888799999994,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,372,1,4,1,4,3,7,1,8
416,2016-04-17,600 block of Westmoreland Street Philadelphia Pennsylvania,3.1576692799745936,3,1,Pennsylvania,-75.1189,39.998675,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,372,1,4,1,4,3,7,1,8
417,2016-04-18,1200 block of E. 17th Street Long Beach California,2.3903891703159093,1,3,California,-118.176051,33.787858,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,1166,0,1,0,1,0,5,1,3
418,2016-04-19,2700 block of West 53rd Street Chicago Illinois,2.3903891703159093,1,3,Illinois,-87.6914551,41.7973739,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,161,1,2,1,2,7,0,3,6
418,2016-04-19,81551 US Highway 278 Blountsville Alabama,2.515716566510398,1,4,Alabama,-86.4744037,34.16203160000001,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,161,0,2,0,2,0,5,2,9
418,2016-04-19,1400 block of West 84th Street Chicago Illinois,2.515716566510398,1,4,Illinois,-87.65836359999999,41.74139270000001,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,161,1,1,1,1,5,2,5,4
419,2016-04-21,4800 block of Frankford Avenue Baltimore Maryland,1.515716566510398,0,4,Maryland,-76.5450525,39.3324723,,,,,,,,,,,,,,,0.0,1.6094379124341005,129,0,0,0,0,2,4,4,3
420,2016-04-22,3162 Johnson Drive Appling Georgia,3.5051440864071925,6,0,Georgia,-82.22454920000001,33.5989259,,,,,,,,,,,,,,,1.9459101490553128,0.0,949,0,1,0,1,2,7,0,10
420,2016-04-22,4077 Union Hill Rd Piketon Ohio,4.2870938501451725,8,0,Ohio,-83.24111169999998,39.00991970000001,,,,,,,,,,,,,,,2.19722457733622,0.0,949,1,1,1,1,6,4,4,8
421,2016-04-23,1650 South Hollywood Boulevard Las Vegas Nevada,2.3903891703159093,1,3,Nevada,-115.025793,36.1526698,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,915,1,0,1,0,6,0,7,0
421,2016-04-23,West 141st Street and Edgecombe Avenue New York (Manhattan) New York,1.515716566510398,0,4,New York,-73.94516340000001,40.8208788,,,,,,,,,,,,,,,0.0,1.6094379124341005,915,0,1,0,1,0,8,1,8
421,2016-04-23,3732 SW Topeka Blvd Topeka Kansas,2.515716566510398,1,4,Kansas,-95.6873432,38.9989899,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,915,0,2,0,2,2,4,3,6
421,2016-04-23,1200 block of Lee Road 83 Auburn Alabama,3.1576692799745936,3,1,Alabama,-85.42012209999999,32.5462556,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,915,1,0,1,0,4,3,11,2
422,2016-04-24,1055 L P Bailey Memorial Hwy Halifax Virginia,1.6206565966927624,0,5,Virginia,-78.9226142,36.7767109,,,,,,,,,,,,,,,0.0,1.791759469228055,348,4,0,4,0,7,0,9,0
422,2016-04-24,1400 block of 14th Street Denver Colorado,1.515716566510398,0,4,Colorado,-105.00069609999998,39.7480015,,,,,,,,,,,,,,,0.0,1.6094379124341005,348,0,1,0,1,2,6,0,7
422,2016-04-24,2000 block of West 68th Place Chicago (Englewood) Illinois,3.0148939630283804,2,3,Illinois,-87.67387040000001,41.76955359999999,,,,,,,,,,,,,,,1.0986122886681098,1.3862943611198906,348,1,0,1,0,6,0,4,0
423,2016-04-25,1506 Northwest 70th Street Miami Florida,1.6206565966927624,0,5,Florida,-80.22339559999998,25.8384093,,,,,,,,,,,,,,,0.0,1.791759469228055,505,1,0,1,0,6,0,6,0
423,2016-04-25,400 Charlotte Avenue Nashville Tennessee,1.515716566510398,0,4,Tennessee,-86.78145970000001,36.166494,,,,,,,,,,,,,,,0.0,1.6094379124341005,505,0,2,0,2,0,8,0,8
424,2016-04-26,6500 block of Hil-Mar Drive District Heights (Forestville) Maryland,2.515716566510398,1,4,Maryland,-76.89541700000002,38.8431713,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,1180,3,0,3,0,4,0,8,0
425,2016-04-27,4300  Block of Kerrit Dr Baton Rouge Louisiana,2.855649206057388,2,2,Louisiana,-91.0871866,30.490325899999995,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,632,0,4,0,4,0,5,1,9
425,2016-04-27,Pecan Drive Kilmichael Mississippi,3.1576692799745936,3,1,Mississippi,-89.57232619999998,33.4355942,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,632,0,5,0,5,0,6,0,10
426,2016-04-29,400 block of N Dade Ave Saint Louis (Ferguson) Missouri,1.515716566510398,0,4,Missouri,-90.315066,38.75092460000001,,,,,,,,,,,,,,,0.0,1.6094379124341005,1190,1,0,1,0,4,1,5,2
426,2016-04-29,3200 block of San Pablo Avenue Oakland California,1.6206565966927624,0,5,California,-122.2770683,37.8226051,,,,,,,,,,,,,,,0.0,1.791759469228055,1190,0,0,0,0,4,1,2,2
427,2016-05-01,1955 Old Castle Drive Murfreesboro Tennessee,1.6206565966927624,0,5,Tennessee,-86.34826159999999,35.8228724,,,,,,,,,,,,,,,0.0,1.791759469228055,252,0,1,0,1,4,9,3,4
428,2016-05-04,16th Avenue North and Newton Avenue North Minneapolis Minnesota,2.792789962520997,1,7,Minnesota,-93.30570999999999,44.99522,,,,,,,,,,,,,,,0.6931471805599453,2.079441541679836,511,2,0,2,0,6,7,10,7
429,2016-05-05,2108 NW 19th Terrace Miami Florida,2.3903891703159093,1,3,Florida,-80.23019559999999,25.7930631,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,762,1,0,1,0,1,5,4,8
429,2016-05-05,300 block of North Thomas Drive Shreveport Louisiana,3.336274652122176,2,6,Louisiana,-93.7634753,32.53885089999999,,,,,,,,,,,,,,,1.0986122886681098,1.9459101490553128,762,1,0,1,0,6,0,9,0
430,2016-05-06,7101 Democracy Blvd Bethesda Maryland,3.5480584502905024,3,3,Maryland,-77.1459998,39.0241378,,,,,,,,,,,,,,,1.3862943611198906,1.3862943611198906,99,0,0,0,0,10,0,4,0
430,2016-05-06,12300 block of Gratiot Detroit Michigan,2.515716566510398,1,4,Michigan,-82.989651,42.4159689,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,99,1,0,1,0,6,0,5,6
430,2016-05-06,1300 block of Clay Street Montgomery Alabama,2.3903891703159093,1,3,Alabama,-86.3332762,32.3757177,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,99,1,1,1,1,0,7,1,9
431,2016-05-08,8600 block of North Lamar Austin Texas,2.3903891703159093,1,3,Texas,-97.7047165,30.3545586,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,543,1,0,1,0,4,6,2,4
432,2016-05-11,1400 block of 21st St N Birmingham Alabama,2.515716566510398,1,4,Alabama,-86.81427099999998,33.53125900000001,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,216,1,0,1,0,9,0,6,0
432,2016-05-11,7100 block of South State Street Chicago Illinois,1.6206565966927624,0,5,Illinois,-87.6249088,41.7638514,,,,,,,,,,,,,,,0.0,1.791759469228055,216,0,0,0,0,0,8,1,5
433,2016-05-14,2337 Washington St W Charleston West Virginia,2.3903891703159093,1,3,West Virginia,-81.6759837,38.3768585,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,830,0,1,0,1,3,11,2,8
433,2016-05-14,Cordova and Peoples Street Atlanta Georgia,1.6206565966927624,0,5,Georgia,-84.42049399999998,33.73863529999999,,,,,,,,,,,,,,,0.0,1.791759469228055,830,0,1,0,1,3,11,2,8
434,2016-05-15,Rossman Dairy Road Moultrie Georgia,3.085169313600048,5,0,Georgia,-83.851778,31.2121614,,,,,,,,,,,,,,,1.791759469228055,0.0,78,0,1,0,1,2,5,3,4
434,2016-05-15,420 North Garvin Street Evansville Indiana,1.515716566510398,0,4,Indiana,-87.55679599999998,37.9815615,,,,,,,,,,,,,,,0.0,1.6094379124341005,78,1,0,1,0,7,0,10,2
435,2016-05-17,5360 Savannah Highway Ravenel South Carolina,3.1576692799745936,3,1,South Carolina,-80.20370199999998,32.784928,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,1094,2,0,2,0,6,6,6,3
436,2016-05-18,34th Street and North Keystone Avenue Indianapolis Indiana,1.515716566510398,0,4,Indiana,-86.1216714,39.8180988,,,,,,,,,,,,,,,0.0,1.6094379124341005,82,1,1,1,1,3,10,4,10
437,2016-05-21,Levi Barnes Road Jackson Georgia,2.3903891703159093,1,3,Georgia,-84.0273833,33.2598338,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,1059,3,1,3,1,11,4,8,4
438,2016-05-22,Poplar and Sutter Streets Stockton California,2.3903891703159093,1,3,California,-121.2882889,37.962289,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,1021,0,0,0,0,1,7,2,5
438,2016-05-22,8639 Apple St New Orleans Louisiana,1.515716566510398,0,4,Louisiana,-90.1237075,29.9616419,,,,,,,,,,,,,,,0.0,1.6094379124341005,1021,0,0,0,0,1,7,2,5
