ind_t,date,adr,p,n_killed,n_injured,state,LON,LAT,case,summary,age_of_shooter,prior_signs_mental_health_issues,mental_health_details,weapons_obtained_legally,where_obtained,weapon_type,weapon_details,race,gender,mental_health_sources,sources_additional_age,type,log_n_killed,log_n_injured,rand_ind_t,G0_indegree,G0_outdegree,G0_null_indegree,G0_null_outdegree,G1_indegree,G1_outdegree,G1_null_indegree,G1_null_outdegree
619,2017-03-22,1133 E Grand Ave Rothschild Wisconsin,3.085169313600048,5,0,Wisconsin,-89.60953330000002,44.8997294,,,,,,,,,,,,,,,1.791759469228055,0.0,770,1,0,1,0,5,0,6,0
620,2017-03-24,5100 block of Palm St Saint Louis Missouri,2.7117698594097046,1,6,Missouri,-90.2546445,38.6764559,,,,,,,,,,,,,,,0.6931471805599453,1.9459101490553128,1168,0,0,0,0,5,0,4,0
620,2017-03-24,300 block of South Villa Avenue Fresno California,2.515716566510398,1,4,California,-119.714147,36.7407196,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,1168,1,0,1,0,3,4,3,7
621,2017-03-25,E 79th St and Woodland Ave Cleveland Ohio,2.855649206057388,2,2,Ohio,-81.63337469999998,41.4881809,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,814,1,0,1,0,7,0,8,0
621,2017-03-25,Minnesota Ave Knoxville Tennessee,2.515716566510398,1,4,Tennessee,-83.9578046,35.9846368,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,814,0,0,0,0,8,0,7,0
621,2017-03-25,8443 Grand River Ave Detroit Michigan,2.3903891703159093,1,3,Michigan,-83.1209599,42.3612245,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,814,1,1,1,1,3,6,6,4
622,2017-03-26,4601 Kellogg Ave Cincinnati Ohio,3.877848173555126,2,15,Ohio,-84.4283671,39.0929146,,,,,,,,,,,,,,,1.0986122886681098,2.772588722239781,675,0,1,0,1,1,11,1,7
622,2017-03-26,5619 Aldine Bender Rd Houston Texas,3.1402213592228687,2,4,Texas,-95.305694,29.9320869,,,,,,,,,,,,,,,1.0986122886681098,1.6094379124341005,675,0,4,0,4,4,9,5,10
622,2017-03-26,E 75th St Cleveland Ohio,2.855649206057388,2,2,Ohio,-81.63638470000002,41.5075735,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,675,0,3,0,3,4,7,5,7
623,2017-03-27,209 Hays Dr Sanford Florida,3.1402213592228687,2,4,Florida,-81.28167009999999,28.7893255,,,,,,,,,,,,,,,1.0986122886681098,1.6094379124341005,877,0,1,0,1,2,10,1,9
624,2017-03-30,2704 E 75th St Chicago Illinois,2.6390158215457884,4,0,Illinois,-87.55838690000002,41.76008150000001,,,,,,,,,,,,,,,1.6094379124341005,0.0,903,2,1,2,1,7,4,5,6
625,2017-04-01,219 S Howard Ave Tampa Florida,2.515716566510398,1,4,Florida,-82.4832392,27.9420289,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,320,0,0,0,0,4,4,3,6
625,2017-04-01,100 block of Madoline Street Pittsburg California,1.6206565966927624,0,5,California,-121.8944371,38.005369,,,,,,,,,,,,,,,0.0,1.791759469228055,320,0,2,0,2,3,10,0,8
625,2017-04-01,1200 block of N Woodward Avenue Oklahoma City Oklahoma,3.0148939630283804,2,3,Oklahoma,-97.5756083,35.4804884,,,,,,,,,,,,,,,1.0986122886681098,1.3862943611198906,320,0,1,0,1,5,5,5,5
626,2017-04-02,3500 block of W Van Buren St Chicago Illinois,3.1402213592228687,2,4,Illinois,-87.71305,41.875681,,,,,,,,,,,,,,,1.0986122886681098,1.6094379124341005,807,1,0,1,0,6,0,8,0
626,2017-04-02,2500 Martin Luther King Jr. Parkway Des Moines Iowa,1.6206565966927624,0,5,Iowa,-93.6474528,41.6169159,,,,,,,,,,,,,,,0.0,1.791759469228055,807,1,0,1,0,6,5,4,3
627,2017-04-03,5401 Ave Q Lubbock Texas,1.7927899625209969,0,7,Texas,-101.8509502,33.5446603,,,,,,,,,,,,,,,0.0,2.079441541679836,104,1,0,1,0,5,1,4,5
627,2017-04-03,1100 block of W Stiles St Philadelphia Pennsylvania,3.1576692799745936,3,1,Pennsylvania,-75.1539602,39.97170149999999,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,104,1,0,1,0,6,4,4,4
628,2017-04-06,2000 block of Tulip St Lake Charles Louisiana,2.3903891703159093,1,3,Louisiana,-93.193029,30.2112,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,1143,1,1,1,1,5,8,6,8
629,2017-04-07,5600 block of W Lake St Chicago Illinois,2.6206565966927617,1,5,Illinois,-87.7657871,41.8877402,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,720,1,1,1,1,1,5,2,9
629,2017-04-07,3829 Mount Pleasant St Houston Texas,3.085169313600048,5,0,Texas,-95.3662002,29.685672600000004,,,,,,,,,,,,,,,1.791759469228055,0.0,720,1,0,1,0,11,0,8,0
629,2017-04-07,1423 29th Ave Dr NE Hickory North Carolina,3.1576692799745936,3,1,North Carolina,-81.30467349999998,35.7671098,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,720,0,1,0,1,1,7,0,12
629,2017-04-07,1600 block of English St Saint Paul Minnesota,3.639015821545789,4,1,Minnesota,-93.0459403,44.991864,,,,,,,,,,,,,,,1.6094379124341005,0.6931471805599453,720,1,0,1,0,11,0,8,0
630,2017-04-09,9439 Lima Rd Fort Wayne Indiana,2.3903891703159093,1,3,Indiana,-85.16695179999998,41.1694457,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,991,0,0,0,0,1,10,3,7
630,2017-04-09,3100 block of Fidelia Drive San Antonio Texas,2.3903891703159093,1,3,Texas,-98.5604275,29.3092344,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,991,0,1,0,1,0,10,0,6
631,2017-04-13,30 Anderson Ave SW Atlanta Georgia,2.3903891703159093,1,3,Georgia,-84.44602440000001,33.75383160000001,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,519,3,0,3,0,7,3,10,4
632,2017-04-15,311 W  2nd St Rock Falls Illinois,1.515716566510398,0,4,Illinois,-89.69427189999998,41.7805893,,,,,,,,,,,,,,,0.0,1.6094379124341005,1107,0,0,0,0,2,5,1,4
632,2017-04-15,300 block of S Meridian St Indianapolis Indiana,1.515716566510398,0,4,Indiana,-86.158672,39.7626383,,,,,,,,,,,,,,,0.0,1.6094379124341005,1107,1,0,1,0,7,0,3,0
632,2017-04-15,5900 block of Hammond St Philadelphia Pennsylvania,1.515716566510398,0,4,Pennsylvania,-75.11684629999998,40.039441,,,,,,,,,,,,,,,0.0,1.6094379124341005,1107,1,0,1,0,7,0,3,0
632,2017-04-15,1480 Center Point Pkwy Birmingham Alabama,1.711769859409705,0,6,Alabama,-86.68666309999998,33.62253510000001,,,,,,,,,,,,,,,0.0,1.9459101490553128,1107,0,1,0,1,0,8,0,8
632,2017-04-15,900 block of N Allen St Banning California,1.515716566510398,0,4,California,-116.8617634,33.9335068,,,,,,,,,,,,,,,0.0,1.6094379124341005,1107,2,0,2,0,1,6,4,6
632,2017-04-15,14600 block of Myrtle Avenue Harvey Illinois,1.515716566510398,0,4,Illinois,-87.6526988,41.62428000000001,,,,,,,,,,,,,,,0.0,1.6094379124341005,1107,0,1,0,1,0,8,0,8
633,2017-04-16,611 S Martin St Elizabeth City North Carolina,1.515716566510398,0,4,North Carolina,-76.2217036,36.2942249,,,,,,,,,,,,,,,0.0,1.6094379124341005,834,0,0,0,0,7,6,3,4
633,2017-04-16,110 Calhoun Street Vallejo California,1.515716566510398,0,4,California,-122.266629,38.120627,,,,,,,,,,,,,,,0.0,1.6094379124341005,834,2,0,2,0,13,0,7,0
633,2017-04-16,1710 Cleveland Av Columbus Ohio,1.9331820449317627,0,9,Ohio,-82.9751921,40.0009315,,,,,,,,,,,,,,,0.0,2.302585092994046,834,0,0,0,0,5,9,3,7
634,2017-04-20,700 block of East Jacob Street Louisville Kentucky,1.515716566510398,0,4,Kentucky,-85.7418588,38.2429824,,,,,,,,,,,,,,,0.0,1.6094379124341005,1130,1,0,1,0,13,0,8,0
635,2017-04-21,2500 block of Vernon Dr Palm Bay Florida,2.855649206057388,2,2,Florida,-80.59473709999997,28.058280100000005,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,809,1,1,1,1,6,5,3,4
636,2017-04-26,SW 264th St and 139th Ave Miami Florida,1.515716566510398,0,4,Florida,-80.4166961,25.5217591,,,,,,,,,,,,,,,0.0,1.6094379124341005,983,2,2,2,2,9,2,8,3
637,2017-04-27,1100 block of S Orange Ave Newark New Jersey,2.3903891703159093,1,3,New Jersey,-74.2344166,40.74546820000001,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,406,2,0,2,0,8,0,8,0
638,2017-04-28,5 E 21st St Chester Pennsylvania,1.515716566510398,0,4,Pennsylvania,-75.366483,39.863592,,,,,,,,,,,,,,,0.0,1.6094379124341005,482,0,0,0,0,2,8,1,4
639,2017-04-29,200 block of 18th St Virginia Beach Virginia,1.515716566510398,0,4,Virginia,-75.97453519999998,36.8463356,,,,,,,,,,,,,,,0.0,1.6094379124341005,479,1,0,1,0,3,4,5,2
639,2017-04-29,Murchison St and Lancaster Ave Los Angeles (Boyle Heights) California,2.3903891703159093,1,3,California,-118.1967811,34.05787189999999,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,479,1,0,1,0,5,0,10,0
639,2017-04-29,10000 block of Carmentia Rd Whittier California,2.6206565966927617,1,5,California,-118.0460103,33.9441891,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,479,2,1,2,1,4,7,7,3
639,2017-04-29,3800 block of 26th Avenue Sacramento California,1.6206565966927624,0,5,California,-121.4656809,38.52887929999999,,,,,,,,,,,,,,,0.0,1.791759469228055,479,2,0,2,0,6,0,9,0
639,2017-04-29,2000 Block of N Nestor Ave Compton California,1.515716566510398,0,4,California,-118.24948729999998,33.91031829999999,,,,,,,,,,,,,,,0.0,1.6094379124341005,479,1,0,1,0,0,11,1,7
639,2017-04-29,12839 Kitchen House Way Germantown Maryland,2.3903891703159093,1,3,Maryland,-77.264871,39.151662,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,479,1,0,1,0,4,0,6,0
640,2017-04-30,4104 SW 28th Topeka Kansas,3.639015821545789,4,1,Kansas,-95.7280872,39.0169769,,,,,,,,,,,,,,,1.6094379124341005,0.6931471805599453,145,0,1,0,1,2,4,2,11
640,2017-04-30,9080 Judicial Dr San Diego California,3.336274652122176,2,6,California,-117.2030049,32.8719727,,,,,,,,,,,,,,,1.0986122886681098,1.9459101490553128,145,0,1,0,1,0,10,1,8
640,2017-04-30,268 N Sea Green Rd Loris South Carolina,2.6206565966927617,1,5,South Carolina,-78.9779822,34.10164279999999,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,145,1,0,1,0,5,0,7,0
640,2017-04-30,1200 Ken Knight Dr N Jacksonville Florida,1.6206565966927624,0,5,Florida,-81.7169292,30.3914235,,,,,,,,,,,,,,,0.0,1.791759469228055,145,2,1,2,1,1,8,2,6
641,2017-05-01,3200 block of Reynolds Ave Dallas Texas,3.0148939630283804,2,3,Texas,-96.7407147,32.7864089,,,,,,,,,,,,,,,1.0986122886681098,1.3862943611198906,412,0,2,0,2,8,6,8,3
642,2017-05-02,1566 West 24th Street Jacksonville Florida,2.3903891703159093,1,3,Florida,-81.6819579,30.3585197,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,361,0,0,0,0,5,0,6,0
643,2017-05-04,600 block of Copeman Boulevard Flint Michigan,2.3903891703159093,1,3,Michigan,-83.71129549999998,43.028638,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,176,0,2,0,2,1,7,0,9
644,2017-05-07,2600 block of 46th Pl Chicago Illinois,3.4905707757860864,2,8,Illinois,-87.68934209999998,41.8092732,,,,,,,,,,,,,,,1.0986122886681098,2.19722457733622,667,1,0,1,0,9,5,9,1
645,2017-05-09,1900 block of S. Boeke Kansas City Kansas,3.1576692799745936,3,1,Kansas,-94.632859,39.065918,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,235,4,0,4,0,4,0,7,0
646,2017-05-10,300 block of Centre St Trenton New Jersey,2.3903891703159093,1,3,New Jersey,-74.7594865,40.209726,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,290,2,0,2,0,9,0,8,0
647,2017-05-14,8600 block of Calmont Ave Fort Worth Texas,1.515716566510398,0,4,Texas,-97.467254,32.7359731,,,,,,,,,,,,,,,0.0,1.6094379124341005,291,3,0,3,0,8,0,10,0
647,2017-05-14,311 S Main St Jonesboro Arkansas,2.7117698594097046,1,6,Arkansas,-90.7052597,35.8398243,,,,,,,,,,,,,,,0.6931471805599453,1.9459101490553128,291,0,0,0,0,8,0,5,0
647,2017-05-14,Hal McRae Blvd and Delaney Ave Avon Park Florida,1.6206565966927624,0,5,Florida,-81.49813499999998,27.584669,,,,,,,,,,,,,,,0.0,1.791759469228055,291,2,0,2,0,7,4,9,4
647,2017-05-14,14112 Chicago Road Dolton Illinois,1.6206565966927624,0,5,Illinois,-87.6078766,41.6384506,,,,,,,,,,,,,,,0.0,1.791759469228055,291,2,1,2,1,9,4,7,6
648,2017-05-16,21785 Lowcountry Hwy Ruffin South Carolina,3.1576692799745936,3,1,South Carolina,-80.8151781,33.0048377,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,969,0,1,0,1,3,5,1,7
649,2017-05-20,2100 block of W Huntingdon St Philadelphia Pennsylvania,1.9952623149688795,0,10,Pennsylvania,-75.16285169999998,39.99338710000001,,,,,,,,,,,,,,,0.0,2.3978952727983707,306,0,1,0,1,0,4,1,4
650,2017-05-21,4300 Beaver Dr Des Moines Iowa,2.3903891703159093,1,3,Iowa,-93.676823,41.6412599,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,287,1,1,1,1,2,10,2,7
650,2017-05-21,441 N Val Vista Dr Mesa Arizona,1.515716566510398,0,4,Arizona,-111.751964,33.42386219999999,,,,,,,,,,,,,,,0.0,1.6094379124341005,287,1,1,1,1,3,9,6,6
651,2017-05-26,2730 NW 167th St Miami Florida,1.515716566510398,0,4,Florida,-80.24579920000002,25.9260023,,,,,,,,,,,,,,,0.0,1.6094379124341005,709,1,0,1,0,6,0,9,0
652,2017-05-27,318 W 14th St New York (Manhattan) New York,1.515716566510398,0,4,New York,-74.00364559999998,40.7399867,,,,,,,,,,,,,,,0.0,1.6094379124341005,31,1,3,1,3,2,6,5,11
652,2017-05-27,2871 Lee Dr Bogue Chitto Mississippi,5.2870938501451725,8,1,Mississippi,-90.46051369999999,31.4123608,,,,,,,,,,,,,,,2.19722457733622,0.6931471805599453,31,0,1,0,1,0,10,0,8
652,2017-05-27,100 block of Q St NW Washington District of Columbia,2.792789962520997,1,7,District of Columbia,-77.0121588,38.9111209,,,,,,,,,,,,,,,0.6931471805599453,2.079441541679836,31,2,0,2,0,7,0,10,0
653,2017-05-28,100 block of 6th Street South Phenix City Alabama,2.1074358993444706,0,12,Alabama,-84.99518189999998,32.4359375,,,,,,,,,,,,,,,0.0,2.5649493574615367,849,0,0,0,0,3,6,6,2
653,2017-05-28,6103 Hwy. 63 Moss Point Mississippi,1.6206565966927624,0,5,Mississippi,-88.5257491,30.431394,,,,,,,,,,,,,,,0.0,1.791759469228055,849,1,0,1,0,6,0,9,0
653,2017-05-28,86 Main Street Paterson New Jersey,2.6206565966927617,1,5,New Jersey,-74.1730572,40.91971820000001,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,849,0,0,0,0,3,6,6,2
654,2017-05-29,231 Witherspoon St Louisville Kentucky,2.3903891703159093,1,3,Kentucky,-85.75046090000002,38.2576782,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,1118,2,2,2,2,2,4,4,7
655,2017-05-30,1200 Elliott Dr Middletown Ohio,2.3903891703159093,1,3,Ohio,-84.35246240000002,39.50115630000001,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,436,0,1,0,1,0,12,1,10
656,2017-06-01,Beacon Ave and Lillian Ave Saint Louis Missouri,3.1576692799745936,3,1,Missouri,-90.2522415,38.69429270000001,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,493,1,0,1,0,6,2,6,5
657,2017-06-02,5301 McPherson Rd Laredo Texas,3.0148939630283804,2,3,Texas,-99.4820939,27.545074600000003,,,,,,,,,,,,,,,1.0986122886681098,1.3862943611198906,559,1,1,1,1,5,6,4,6
657,2017-06-02,89th St and Broadway Los Angeles California,2.3903891703159093,1,3,California,-118.27822240000002,33.9555242,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,559,0,0,0,0,2,8,3,5
658,2017-06-03,1600 Block of Union Blvd Saint Louis Missouri,2.855649206057388,2,2,Missouri,-90.2671709,38.666531,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,528,1,0,1,0,8,0,8,0
658,2017-06-03,3717 Tulane Ave New Orleans Louisiana,3.388813693319509,3,2,Louisiana,-90.101677,29.96726180000001,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,528,0,1,0,1,4,5,3,6
659,2017-06-05,2427 Forsyth Rd Orlando Florida,3.5051440864071925,6,0,Florida,-81.29456,28.5800355,Florida awning manufacturer shooting,"John Robert Neumann, Jr., 45, a former employee of manufacturer Fiamma Inc. fatally shot five workers at the company, and then killed himself on the scene. He'd been fired from the company in April. The attack took place a week before the one-year anniversary of the Orlando nightclub massacre.",45,Unclear,-,TBD,-,semiautomatic handgun,-,-,M,-,http://www.postandcourier.com/news/multiple-people-dead-following-shooting-near-orlando-monday-morning/article_918fe64c-49f6-11e7-b071-a3fbdb04ebcc.html; http://www.mcclatchydc.com/news/politics-government/national-politics/article154471839.htmlhttp://edition.cnn.com/2017/06/05/us/orlando-fatalities/; http://www.orlandosentinel.com/news/orlando-workplace-shooting/os-john-robert-neumann-shooting-suspect-20170605-story.html,Mass,1.9459101490553128,0.0,624,1,0,1,0,12,0,10,0
660,2017-06-06,2232 Alta Canyon Drive Sandy Utah,3.388813693319509,3,2,Utah,-111.8267225,40.59402100000001,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,835,0,0,0,0,5,9,3,7
661,2017-06-08,3650 Franklin Ave New Orleans Louisiana,1.711769859409705,0,6,Louisiana,-90.05006619999996,29.9965578,,,,,,,,,,,,,,,0.0,1.9459101490553128,659,0,1,0,1,4,8,7,6
662,2017-06-09,East Davis Avenue and New York Avenue Fort Worth Texas,3.2451613894052334,2,5,Texas,-97.3156891,32.72087310000001,,,,,,,,,,,,,,,1.0986122886681098,1.791759469228055,414,0,0,0,0,3,8,6,5
663,2017-06-10,571 East Street Memphis Tennessee,1.515716566510398,0,4,Tennessee,-90.0315047,35.131364899999994,,,,,,,,,,,,,,,0.0,1.6094379124341005,678,1,0,1,0,8,0,9,0
664,2017-06-11,3300 block of W Douglas Blvd Chicago Illinois,1.9331820449317627,0,9,Illinois,-87.70821009999996,41.86324000000001,,,,,,,,,,,,,,,0.0,2.302585092994046,336,1,0,1,0,6,0,6,0
664,2017-06-11,4272 Bonny Oaks Drive Chattanooga Tennessee,1.515716566510398,0,4,Tennessee,-85.214014,35.0806465,,,,,,,,,,,,,,,0.0,1.6094379124341005,336,0,2,0,2,4,11,2,6
664,2017-06-11,505 Cypress Station Dr Houston Texas,1.515716566510398,0,4,Texas,-95.4372863,30.03013409999999,,,,,,,,,,,,,,,0.0,1.6094379124341005,336,0,2,0,2,1,13,0,8
665,2017-06-13,1200 block of Bonaparte Avenue Baltimore Maryland,2.855649206057388,2,2,Maryland,-76.5998065,39.3155173,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,283,0,0,0,0,7,3,5,2
665,2017-06-13,3300 block of Ayrdale Avenue Baltimore Maryland,1.515716566510398,0,4,Maryland,-76.6816511,39.3262899,,,,,,,,,,,,,,,0.0,1.6094379124341005,283,0,3,0,3,2,8,1,15
665,2017-06-13,Ferguson Ave and Plymouth Ave Saint Louis (University City) Missouri,1.515716566510398,0,4,Missouri,-90.309979,38.6691736,,,,,,,,,,,,,,,0.0,1.6094379124341005,283,0,1,0,1,3,5,3,2
666,2017-06-14,720 San Bruno San Francisco California,3.870160234890706,4,2,California,-122.4053377,37.7604114,San Francisco UPS shooting,"Jimmy Lam, 38, fatally shot three coworkers and wounded two others inside a UPS facility in San Francisco. Lam killed himself as law enforcement officers responded to the scene.",38,Yes,"Lam had a history of domestic, work conflict",No,Unclear; the firearm was stolen in Utah. A second handgun Lam had (also stolen) was unused in the attack.,two handguns,MAC-10-style “assault pistol”; 30-round magazine. An additional box of ammunition.,Asian,M,http://www.ktvu.com/news/ktvu-local-news/261771610-story; https://twitter.com/LauraGarciaCann/status/875072768471117824; http://heavy.com/news/2017/06/jimmy-lam-ups-san-francisco-shooting-suspect/; http://heavy.com/news/2017/06/jimmy-lam-ups-san-francisco-shooting-suspect/,http://www.nbcbayarea.com/news/local/Active-Shooter-San-Francisco-Police-428441423.html; https://apnews.com/2c1690393510447995018b0f9467b44c?utm_campaign=SocialFlow&utm_source=Twitter&utm_medium=AP; http://www.sfchronicle.com/bayarea/article/Police-swarm-UPS-building-in-SF-on-report-of-11219519.php; https://www.pressroom.ups.com/pressroom/ContentDetailsViewer.page?ConceptType=PressReleases&id=1497461182413-836; http://www.foxnews.com/us/2017/06/15/san-francisco-ups-facility-shooting-gunman-identified-as-police-seek-motive.html; http://www.sfgate.com/crime/article/UPS-shooter-in-San-Francisco-used-stolen-gun-with-11243414.php,Mass,1.6094379124341005,1.0986122886681098,1155,0,0,0,0,6,2,5,2
666,2017-06-14,14th St NE and Gibbs Ave NE Canton Ohio,1.515716566510398,0,4,Ohio,-81.36270549999998,40.81126550000001,,,,,,,,,,,,,,,0.0,1.6094379124341005,1155,0,1,0,1,0,13,1,8
666,2017-06-14,420 E Monroe Ave Alexandria Virginia,2.6206565966927617,1,5,Virginia,-77.0543776,38.8215256,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,1155,0,0,0,0,7,0,8,0
667,2017-06-15,491 NM-111 La Madera New Mexico,3.085169313600048,5,0,New Mexico,-106.04116,36.3840099,,,,,,,,,,,,,,,1.791759469228055,0.0,1119,0,0,0,0,6,0,6,0
667,2017-06-15,4053 Old Brook Road Richmond Virginia,2.3903891703159093,1,3,Virginia,-77.445915,37.590905,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,1119,1,0,1,0,5,0,6,0
668,2017-06-17,1 block of N Latrobe Chicago Illinois,1.515716566510398,0,4,Illinois,-87.75628959999996,41.8803184,,,,,,,,,,,,,,,0.0,1.6094379124341005,1076,1,1,1,1,5,15,5,12
668,2017-06-17,6252 Busch Blvd Columbus Ohio,2.515716566510398,1,4,Ohio,-82.992195,40.0936654,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,1076,1,2,1,2,0,17,3,15
669,2017-06-18,3300 block of W Crystal St Chicago Illinois,1.515716566510398,0,4,Illinois,-87.709434,41.903988,,,,,,,,,,,,,,,0.0,1.6094379124341005,121,1,0,1,0,8,0,6,0
669,2017-06-18,1900 block of N 14th St Saint Louis Missouri,3.388813693319509,3,2,Missouri,-90.1941431,38.6442741,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,121,0,0,0,0,5,6,3,7
669,2017-06-18,311 N Ocean Blvd Myrtle Beach South Carolina,1.7927899625209969,0,7,South Carolina,-78.88540440000001,33.6866648,,,,,,,,,,,,,,,0.0,2.079441541679836,121,0,1,0,1,0,7,0,7
669,2017-06-18,3100 block of Buena Vista Terrace SE Washington District of Columbia,1.515716566510398,0,4,District of Columbia,-76.965653,38.8523479,,,,,,,,,,,,,,,0.0,1.6094379124341005,121,0,1,0,1,0,6,1,15
670,2017-06-22,1100 block of Osborne Street Atlanta Georgia,2.7117698594097046,1,6,Georgia,-84.42392389999998,33.7041658,,,,,,,,,,,,,,,0.6931471805599453,1.9459101490553128,187,1,0,1,0,6,0,6,0
671,2017-06-24,Pastoral Lane Willingboro New Jersey,1.515716566510398,0,4,New Jersey,-74.8974525,40.0330352,,,,,,,,,,,,,,,0.0,1.6094379124341005,680,1,0,1,0,7,0,7,0
671,2017-06-24,114th St and Manhattan Ave New York (Manhattan) New York,1.6206565966927624,0,5,New York,-73.9577813,40.8037381,,,,,,,,,,,,,,,0.0,1.791759469228055,680,1,1,1,1,4,3,4,5
671,2017-06-24,2335 NW 16th Ct Fort Lauderdale Florida,2.515716566510398,1,4,Florida,-80.1733167,26.1468961,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,680,1,0,1,0,7,0,7,0
672,2017-06-25,5000 block of Thekla Ave Saint Louis Missouri,2.3903891703159093,1,3,Missouri,-90.2420027,38.6885454,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,920,0,0,0,0,5,6,3,4
672,2017-06-25,5900 block of Southern Ave SE Washington District of Columbia,1.515716566510398,0,4,District of Columbia,-76.9149252,38.88862039999999,,,,,,,,,,,,,,,0.0,1.6094379124341005,920,1,3,1,3,1,10,2,7
673,2017-06-27,200 block of S Lotus Chicago Illinois,1.6206565966927624,0,5,Illinois,-87.76191209999998,41.8780929,,,,,,,,,,,,,,,0.0,1.791759469228055,1160,1,3,1,3,1,8,1,10
674,2017-06-30,1650 Grand Concourse Bronx New York,3.336274652122176,2,6,New York,-73.9110798,40.8434675,,,,,,,,,,,,,,,1.0986122886681098,1.9459101490553128,478,1,0,1,0,7,0,4,0
675,2017-07-01,Lincoln Park and Pennsylvania Avenue Newark New Jersey,2.855649206057388,2,2,New Jersey,-74.1796367,40.7258888,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,761,0,2,0,2,0,7,4,7
675,2017-07-01,220 W 6th St Little Rock Arkansas,2.626527804403767,0,25,Arkansas,-92.2732619,34.743509499999995,,,,,,,,,,,,,,,0.0,3.258096538021482,761,1,0,1,0,3,1,4,3
675,2017-07-01,2727 S 13000 Rd E Momence Illinois,1.515716566510398,0,4,Illinois,-87.6198026,41.08524120000001,,,,,,,,,,,,,,,0.0,1.6094379124341005,761,1,1,1,1,0,5,2,7
675,2017-07-01,3200 Humboldt Ave Oakland California,1.515716566510398,0,4,California,-122.2067575,37.7920597,,,,,,,,,,,,,,,0.0,1.6094379124341005,761,1,0,1,0,4,2,10,6
676,2017-07-02,SC 72 Bypass Greenwood South Carolina,1.515716566510398,0,4,South Carolina,-82.14636329999998,34.2087578,,,,,,,,,,,,,,,0.0,1.6094379124341005,205,2,1,2,1,9,2,10,5
676,2017-07-02,Wilkinson Avenue Jersey City New Jersey,1.515716566510398,0,4,New Jersey,-74.080444,40.7063283,,,,,,,,,,,,,,,0.0,1.6094379124341005,205,0,1,0,1,0,10,0,10
677,2017-07-03,112 US 82 Prattville Alabama,3.1576692799745936,3,1,Alabama,-86.47443109999998,32.438879,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,175,0,0,0,0,4,4,2,9
677,2017-07-03,50 block of Thorpe St Pontiac Michigan,2.3903891703159093,1,3,Michigan,-83.31127020000002,42.6371742,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,175,1,0,1,0,5,0,10,0
678,2017-07-04,500 block of Patterson Ave Hampton Virginia,2.515716566510398,1,4,Virginia,-76.3606308,37.0325392,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,63,0,1,0,1,4,4,4,4
678,2017-07-04,501 W Lancaster Rd Orlando (Pine Castle) Florida,1.515716566510398,0,4,Florida,-81.3828292,28.4656126,,,,,,,,,,,,,,,0.0,1.6094379124341005,63,0,1,0,1,2,5,1,8
